fare_id,price,currency_type,payment_method,transfers
35-42,9.25,CAD,1,
35-43,10.10,CAD,1,
35-44,15.60,CAD,1,
35-45,16.35,CAD,1,
35-46,17.55,CAD,1,
35-51,17.40,CAD,1,
35-52,18.35,CAD,1,
35-53,19.70,CAD,1,
35-54,20.85,CAD,1,
35-55,21.95,CAD,1,
35-56,14.75,CAD,1,
35-57,15.70,CAD,1,
35-58,16.05,CAD,1,
35-60,13.40,CAD,1,
35-61,13.45,CAD,1,
35-62,14.25,CAD,1,
35-63,14.85,CAD,1,
35-64,15.35,CAD,1,
35-65,16.35,CAD,1,
35-66,17.55,CAD,1,
35-67,18.15,CAD,1,
35-68,19.00,CAD,1,
35-69,19.50,CAD,1,
35-70,15.05,CAD,1,
35-71,15.25,CAD,1,
35-72,15.40,CAD,1,
35-73,15.90,CAD,1,
35-74,16.75,CAD,1,
35-75,17.65,CAD,1,
35-76,18.25,CAD,1,
35-77,11.85,CAD,1,
35-80,18.70,CAD,1,
35-81,19.90,CAD,1,
35-82,20.60,CAD,1,
35-83,22.75,CAD,1,
35-84,24.65,CAD,1,
35-85,22.55,CAD,1,
35-86,14.30,CAD,1,
35-87,14.95,CAD,1,
35-88,16.30,CAD,1,
35-89,13.55,CAD,1,
35-90,13.60,CAD,1,
35-91,15.00,CAD,1,
35-92,15.60,CAD,1,
35-93,16.30,CAD,1,
35-94,17.00,CAD,1,
35-95,17.50,CAD,1,
35-96,18.00,CAD,1,
35-97,18.90,CAD,1,
37-01,12.60,CAD,1,
37-02,12.60,CAD,1,
37-03,15.00,CAD,1,
37-04,11.25,CAD,1,
37-05,12.50,CAD,1,
37-06,13.90,CAD,1,
37-07,13.35,CAD,1,
37-08,14.35,CAD,1,
37-09,14.45,CAD,1,
37-11,15.75,CAD,1,
37-12,16.45,CAD,1,
37-13,17.20,CAD,1,
37-14,17.95,CAD,1,
37-15,18.80,CAD,1,
37-16,19.20,CAD,1,
37-17,19.75,CAD,1,
37-18,20.20,CAD,1,
37-19,12.50,CAD,1,
37-20,15.75,CAD,1,
37-21,16.45,CAD,1,
37-22,16.50,CAD,1,
37-23,16.80,CAD,1,
37-24,18.65,CAD,1,
37-26,9.05,CAD,1,
37-27,10.55,CAD,1,
37-28,21.15,CAD,1,
37-29,23.05,CAD,1,
37-30,26.15,CAD,1,
37-31,10.30,CAD,1,
37-32,9.65,CAD,1,
37-33,8.35,CAD,1,
37-34,7.80,CAD,1,
37-35,6.65,CAD,1,
37-37,5.30,CAD,1,
37-38,5.60,CAD,1,
37-39,6.65,CAD,1,
37-41,9.85,CAD,1,
37-42,11.10,CAD,1,
37-43,11.55,CAD,1,
37-44,17.05,CAD,1,
37-45,17.80,CAD,1,
37-46,19.00,CAD,1,
37-51,18.85,CAD,1,
37-52,19.80,CAD,1,
37-53,21.15,CAD,1,
37-54,22.30,CAD,1,
37-55,23.40,CAD,1,
37-56,16.25,CAD,1,
37-57,17.20,CAD,1,
37-58,17.55,CAD,1,
37-60,14.85,CAD,1,
37-61,14.90,CAD,1,
37-62,15.70,CAD,1,
37-63,16.30,CAD,1,
37-64,16.80,CAD,1,
37-65,17.80,CAD,1,
37-66,19.00,CAD,1,
37-67,19.60,CAD,1,
37-68,20.45,CAD,1,
37-69,20.95,CAD,1,
37-70,16.55,CAD,1,
37-71,16.75,CAD,1,
37-72,16.90,CAD,1,
37-73,17.40,CAD,1,
37-74,18.25,CAD,1,
37-75,19.15,CAD,1,
37-76,19.75,CAD,1,
37-77,13.35,CAD,1,
37-80,20.20,CAD,1,
37-81,21.40,CAD,1,
37-82,22.10,CAD,1,
37-83,24.25,CAD,1,
37-84,26.15,CAD,1,
37-85,24.05,CAD,1,
37-86,15.75,CAD,1,
37-87,16.40,CAD,1,
37-88,17.75,CAD,1,
37-89,15.00,CAD,1,
37-90,15.05,CAD,1,
37-91,16.45,CAD,1,
37-92,17.05,CAD,1,
37-93,17.75,CAD,1,
37-94,18.45,CAD,1,
37-95,18.95,CAD,1,
37-96,19.45,CAD,1,
37-97,20.35,CAD,1,
38-01,13.60,CAD,1,
38-02,13.60,CAD,1,
38-03,16.00,CAD,1,
38-04,12.30,CAD,1,
38-05,13.55,CAD,1,
38-06,14.95,CAD,1,
38-07,14.35,CAD,1,
38-08,15.40,CAD,1,
38-09,15.45,CAD,1,
38-11,16.75,CAD,1,
38-12,17.45,CAD,1,
38-13,18.20,CAD,1,
38-14,18.95,CAD,1,
38-15,19.80,CAD,1,
38-16,20.20,CAD,1,
38-17,20.75,CAD,1,
38-18,21.20,CAD,1,
38-19,13.55,CAD,1,
38-20,16.75,CAD,1,
38-21,17.50,CAD,1,
38-22,17.55,CAD,1,
38-23,17.85,CAD,1,
38-24,19.70,CAD,1,
38-26,8.35,CAD,1,
38-27,9.95,CAD,1,
38-28,22.15,CAD,1,
38-29,24.05,CAD,1,
38-30,27.20,CAD,1,
38-31,11.30,CAD,1,
38-32,10.70,CAD,1,
38-33,9.85,CAD,1,
38-34,8.95,CAD,1,
38-35,8.05,CAD,1,
38-37,5.60,CAD,1,
38-38,5.30,CAD,1,
38-39,5.65,CAD,1,
38-41,10.90,CAD,1,
38-42,12.10,CAD,1,
38-43,12.60,CAD,1,
38-44,18.10,CAD,1,
38-45,18.85,CAD,1,
38-46,20.05,CAD,1,
38-51,19.90,CAD,1,
38-52,20.85,CAD,1,
38-53,22.20,CAD,1,
38-54,23.35,CAD,1,
38-55,24.45,CAD,1,
38-56,17.25,CAD,1,
38-57,18.20,CAD,1,
38-58,18.55,CAD,1,
38-60,15.90,CAD,1,
38-61,15.95,CAD,1,
38-62,16.75,CAD,1,
38-63,17.35,CAD,1,
38-64,17.85,CAD,1,
38-65,18.85,CAD,1,
38-66,20.05,CAD,1,
38-67,20.65,CAD,1,
38-68,21.50,CAD,1,
38-69,22.00,CAD,1,
38-70,17.55,CAD,1,
38-71,17.75,CAD,1,
38-72,17.90,CAD,1,
38-73,18.40,CAD,1,
38-74,19.25,CAD,1,
38-75,20.15,CAD,1,
38-76,20.75,CAD,1,
38-77,14.35,CAD,1,
38-80,21.20,CAD,1,
38-81,22.45,CAD,1,
38-82,23.10,CAD,1,
38-83,25.30,CAD,1,
38-84,27.20,CAD,1,
38-85,25.05,CAD,1,
38-86,16.80,CAD,1,
38-87,17.40,CAD,1,
38-88,18.80,CAD,1,
38-89,16.05,CAD,1,
38-90,16.05,CAD,1,
38-91,17.50,CAD,1,
38-92,18.10,CAD,1,
38-93,18.80,CAD,1,
38-94,19.50,CAD,1,
38-95,20.00,CAD,1,
38-96,20.50,CAD,1,
38-97,21.40,CAD,1,
39-01,14.30,CAD,1,
39-02,14.30,CAD,1,
39-03,14.30,CAD,1,
39-04,13.00,CAD,1,
39-05,14.20,CAD,1,
39-06,15.65,CAD,1,
39-07,15.05,CAD,1,
39-08,16.10,CAD,1,
39-09,16.15,CAD,1,
39-11,11.35,CAD,1,
39-12,10.90,CAD,1,
39-13,18.90,CAD,1,
39-14,19.65,CAD,1,
39-15,20.50,CAD,1,
39-16,20.85,CAD,1,
39-17,21.45,CAD,1,
39-18,21.90,CAD,1,
39-19,14.20,CAD,1,
39-20,11.35,CAD,1,
39-21,10.50,CAD,1,
39-22,9.95,CAD,1,
39-23,10.25,CAD,1,
39-24,8.10,CAD,1,
39-26,6.85,CAD,1,
39-27,8.45,CAD,1,
39-28,22.85,CAD,1,
39-29,24.75,CAD,1,
39-30,27.90,CAD,1,
39-31,12.00,CAD,1,
39-32,11.35,CAD,1,
39-33,10.50,CAD,1,
39-34,9.95,CAD,1,
39-35,8.75,CAD,1,
39-37,6.65,CAD,1,
39-38,5.65,CAD,1,
39-39,5.30,CAD,1,
39-41,11.55,CAD,1,
39-42,12.80,CAD,1,
39-43,13.25,CAD,1,
39-44,18.75,CAD,1,
39-45,19.50,CAD,1,
39-46,20.70,CAD,1,
39-51,20.55,CAD,1,
39-52,21.50,CAD,1,
39-53,22.85,CAD,1,
39-54,24.00,CAD,1,
39-55,25.10,CAD,1,
39-56,17.95,CAD,1,
39-57,18.90,CAD,1,
39-58,19.25,CAD,1,
39-60,16.55,CAD,1,
39-61,16.60,CAD,1,
39-62,17.40,CAD,1,
39-63,18.00,CAD,1,
39-64,18.50,CAD,1,
39-65,19.50,CAD,1,
39-66,20.70,CAD,1,
39-67,21.30,CAD,1,
39-68,22.15,CAD,1,
39-69,22.65,CAD,1,
39-70,18.25,CAD,1,
39-71,18.45,CAD,1,
39-72,18.60,CAD,1,
39-73,19.10,CAD,1,
39-74,19.95,CAD,1,
39-75,20.85,CAD,1,
39-76,21.45,CAD,1,
39-77,15.05,CAD,1,
39-80,21.90,CAD,1,
39-81,23.10,CAD,1,
39-82,23.80,CAD,1,
39-83,25.95,CAD,1,
39-84,27.85,CAD,1,
39-85,25.75,CAD,1,
39-86,17.45,CAD,1,
39-87,18.10,CAD,1,
39-88,19.45,CAD,1,
39-89,16.70,CAD,1,
39-90,16.75,CAD,1,
39-91,18.15,CAD,1,
39-92,18.75,CAD,1,
39-93,19.45,CAD,1,
39-94,20.15,CAD,1,
39-95,20.65,CAD,1,
39-96,21.15,CAD,1,
39-97,22.05,CAD,1,
41-01,10.55,CAD,1,
41-02,10.55,CAD,1,
41-03,9.70,CAD,1,
41-04,8.90,CAD,1,
41-05,10.45,CAD,1,
41-06,11.90,CAD,1,
41-07,11.30,CAD,1,
41-08,12.35,CAD,1,
41-09,12.40,CAD,1,
41-11,13.85,CAD,1,
41-12,14.55,CAD,1,
41-13,15.30,CAD,1,
41-14,16.05,CAD,1,
41-15,16.90,CAD,1,
41-16,17.10,CAD,1,
41-17,17.85,CAD,1,
41-18,18.30,CAD,1,
41-19,10.45,CAD,1,
41-20,13.85,CAD,1,
41-21,14.55,CAD,1,
41-22,14.60,CAD,1,
41-23,14.90,CAD,1,
41-24,16.75,CAD,1,
41-26,13.15,CAD,1,
41-27,14.60,CAD,1,
41-28,19.10,CAD,1,
41-29,21.00,CAD,1,
41-30,24.15,CAD,1,
41-31,7.80,CAD,1,
41-32,6.70,CAD,1,
41-33,5.30,CAD,1,
41-34,6.65,CAD,1,
41-35,7.95,CAD,1,
41-37,9.85,CAD,1,
41-38,10.90,CAD,1,
41-39,11.55,CAD,1,
41-41,5.30,CAD,1,
41-42,6.55,CAD,1,
41-43,7.15,CAD,1,
41-44,15.15,CAD,1,
41-45,15.90,CAD,1,
41-46,17.10,CAD,1,
41-51,16.80,CAD,1,
41-52,17.75,CAD,1,
41-53,19.10,CAD,1,
41-54,20.25,CAD,1,
41-55,21.35,CAD,1,
41-56,11.30,CAD,1,
41-57,12.25,CAD,1,
41-58,12.60,CAD,1,
41-60,13.00,CAD,1,
41-61,13.00,CAD,1,
41-62,13.80,CAD,1,
41-63,14.40,CAD,1,
41-64,14.90,CAD,1,
41-65,15.90,CAD,1,
41-66,17.10,CAD,1,
41-67,17.70,CAD,1,
41-68,18.55,CAD,1,
41-69,19.05,CAD,1,
41-70,14.50,CAD,1,
41-71,14.70,CAD,1,
41-72,14.85,CAD,1,
41-73,15.35,CAD,1,
41-74,16.20,CAD,1,
41-75,17.10,CAD,1,
41-76,17.70,CAD,1,
41-77,11.30,CAD,1,
41-80,18.30,CAD,1,
41-81,19.40,CAD,1,
41-82,20.05,CAD,1,
41-83,22.25,CAD,1,
41-84,24.15,CAD,1,
41-85,22.15,CAD,1,
41-86,13.75,CAD,1,
41-87,14.35,CAD,1,
41-88,15.75,CAD,1,
41-89,12.95,CAD,1,
41-90,13.00,CAD,1,
41-91,14.55,CAD,1,
41-92,15.15,CAD,1,
41-93,15.85,CAD,1,
41-94,16.55,CAD,1,
41-95,17.05,CAD,1,
41-96,17.55,CAD,1,
41-97,18.30,CAD,1,
42-01,11.80,CAD,1,
42-02,11.80,CAD,1,
42-03,10.95,CAD,1,
42-04,10.45,CAD,1,
42-05,11.70,CAD,1,
42-06,13.10,CAD,1,
42-07,12.55,CAD,1,
42-08,13.55,CAD,1,
42-09,13.60,CAD,1,
42-11,15.10,CAD,1,
42-12,15.80,CAD,1,
42-13,16.55,CAD,1,
42-14,17.30,CAD,1,
42-15,18.15,CAD,1,
42-16,18.35,CAD,1,
42-17,19.10,CAD,1,
42-18,19.55,CAD,1,
42-19,11.70,CAD,1,
42-20,15.10,CAD,1,
42-21,15.80,CAD,1,
42-22,15.85,CAD,1,
42-23,16.15,CAD,1,
42-24,18.00,CAD,1,
42-26,14.40,CAD,1,
42-27,15.85,CAD,1,
42-28,20.35,CAD,1,
42-29,22.25,CAD,1,
42-30,25.35,CAD,1,
42-31,9.15,CAD,1,
42-32,8.40,CAD,1,
42-33,7.20,CAD,1,
42-34,8.35,CAD,1,
42-35,9.25,CAD,1,
42-37,11.10,CAD,1,
42-38,12.10,CAD,1,
42-39,12.80,CAD,1,
42-41,6.55,CAD,1,
42-42,5.30,CAD,1,
42-43,5.60,CAD,1,
42-44,16.40,CAD,1,
42-45,17.15,CAD,1,
42-46,18.35,CAD,1,
42-51,18.05,CAD,1,
42-52,19.00,CAD,1,
42-53,20.35,CAD,1,
42-54,21.50,CAD,1,
42-55,22.60,CAD,1,
42-56,12.55,CAD,1,
42-57,13.45,CAD,1,
42-58,13.80,CAD,1,
42-60,14.25,CAD,1,
42-61,14.25,CAD,1,
42-62,15.05,CAD,1,
42-63,15.65,CAD,1,
42-64,16.15,CAD,1,
42-65,17.15,CAD,1,
42-66,18.35,CAD,1,
42-67,18.95,CAD,1,
42-68,19.80,CAD,1,
42-69,20.30,CAD,1,
42-70,15.75,CAD,1,
42-71,15.95,CAD,1,
42-72,16.10,CAD,1,
42-73,16.60,CAD,1,
42-74,17.45,CAD,1,
42-75,18.35,CAD,1,
42-76,18.95,CAD,1,
42-77,12.55,CAD,1,
42-80,19.55,CAD,1,
42-81,20.60,CAD,1,
42-82,21.30,CAD,1,
42-83,23.45,CAD,1,
42-84,25.35,CAD,1,
42-85,23.40,CAD,1,
42-86,14.95,CAD,1,
42-87,15.60,CAD,1,
42-88,16.95,CAD,1,
42-89,14.20,CAD,1,
42-90,14.25,CAD,1,
42-91,15.80,CAD,1,
42-92,16.40,CAD,1,
42-93,17.10,CAD,1,
42-94,17.80,CAD,1,
42-95,18.30,CAD,1,
42-96,18.80,CAD,1,
42-97,19.55,CAD,1,
43-01,12.25,CAD,1,
43-02,12.25,CAD,1,
43-03,11.40,CAD,1,
43-04,10.95,CAD,1,
43-05,12.20,CAD,1,
43-06,13.60,CAD,1,
43-07,13.00,CAD,1,
43-08,14.05,CAD,1,
43-09,14.10,CAD,1,
43-11,15.55,CAD,1,
43-12,16.25,CAD,1,
43-13,17.00,CAD,1,
43-14,17.75,CAD,1,
43-15,18.60,CAD,1,
43-16,18.80,CAD,1,
43-17,19.55,CAD,1,
43-18,20.00,CAD,1,
43-19,12.20,CAD,1,
43-20,15.55,CAD,1,
43-21,16.30,CAD,1,
43-22,16.35,CAD,1,
43-23,16.65,CAD,1,
43-24,18.50,CAD,1,
43-26,14.90,CAD,1,
43-27,16.30,CAD,1,
43-28,20.80,CAD,1,
43-29,22.70,CAD,1,
43-30,25.85,CAD,1,
43-31,9.95,CAD,1,
43-32,9.00,CAD,1,
43-33,8.00,CAD,1,
43-34,8.90,CAD,1,
43-35,10.10,CAD,1,
43-37,11.55,CAD,1,
43-38,12.60,CAD,1,
43-39,13.25,CAD,1,
43-41,7.15,CAD,1,
43-42,5.60,CAD,1,
43-43,5.30,CAD,1,
43-44,16.90,CAD,1,
43-45,17.65,CAD,1,
43-46,18.85,CAD,1,
43-51,18.55,CAD,1,
43-52,19.50,CAD,1,
43-53,20.85,CAD,1,
43-54,22.00,CAD,1,
43-55,23.10,CAD,1,
43-56,13.00,CAD,1,
43-57,13.95,CAD,1,
43-58,14.30,CAD,1,
43-60,14.75,CAD,1,
43-61,14.75,CAD,1,
43-62,15.55,CAD,1,
43-63,16.15,CAD,1,
43-64,16.65,CAD,1,
43-65,17.65,CAD,1,
43-66,18.85,CAD,1,
43-67,19.45,CAD,1,
43-68,20.30,CAD,1,
43-69,20.80,CAD,1,
43-70,16.20,CAD,1,
43-71,16.40,CAD,1,
43-72,16.55,CAD,1,
43-73,17.05,CAD,1,
43-74,17.90,CAD,1,
43-75,18.80,CAD,1,
43-76,19.40,CAD,1,
43-77,13.00,CAD,1,
43-80,20.00,CAD,1,
43-81,21.10,CAD,1,
43-82,21.75,CAD,1,
43-83,23.95,CAD,1,
43-84,25.85,CAD,1,
43-85,23.85,CAD,1,
43-86,15.45,CAD,1,
43-87,16.05,CAD,1,
43-88,17.45,CAD,1,
43-89,14.65,CAD,1,
43-90,14.70,CAD,1,
43-91,16.30,CAD,1,
43-92,16.90,CAD,1,
43-93,17.60,CAD,1,
43-94,18.30,CAD,1,
43-95,18.80,CAD,1,
43-96,19.30,CAD,1,
43-97,20.05,CAD,1,
44-01,10.15,CAD,1,
44-02,10.15,CAD,1,
44-03,10.90,CAD,1,
44-04,10.15,CAD,1,
44-05,8.60,CAD,1,
44-06,11.05,CAD,1,
44-07,9.85,CAD,1,
44-08,11.00,CAD,1,
44-09,11.05,CAD,1,
44-11,13.10,CAD,1,
44-12,14.00,CAD,1,
44-13,14.75,CAD,1,
44-14,15.50,CAD,1,
44-15,16.35,CAD,1,
44-16,16.80,CAD,1,
44-17,17.30,CAD,1,
44-18,17.75,CAD,1,
44-19,8.60,CAD,1,
44-20,13.10,CAD,1,
44-21,13.00,CAD,1,
44-22,13.05,CAD,1,
44-23,13.35,CAD,1,
44-24,15.20,CAD,1,
44-26,19.75,CAD,1,
44-27,20.85,CAD,1,
44-28,17.65,CAD,1,
44-29,19.55,CAD,1,
44-30,22.70,CAD,1,
44-31,11.85,CAD,1,
44-32,12.90,CAD,1,
44-33,13.90,CAD,1,
44-34,14.75,CAD,1,
44-35,15.60,CAD,1,
44-37,17.05,CAD,1,
44-38,18.10,CAD,1,
44-39,18.75,CAD,1,
44-41,15.15,CAD,1,
44-42,16.40,CAD,1,
44-43,16.90,CAD,1,
44-44,5.30,CAD,1,
44-45,5.30,CAD,1,
44-46,6.85,CAD,1,
44-51,15.40,CAD,1,
44-52,16.35,CAD,1,
44-53,17.70,CAD,1,
44-54,18.85,CAD,1,
44-55,11.20,CAD,1,
44-56,13.80,CAD,1,
44-57,14.75,CAD,1,
44-58,15.10,CAD,1,
44-60,8.05,CAD,1,
44-61,7.95,CAD,1,
44-62,6.55,CAD,1,
44-63,6.15,CAD,1,
44-64,5.30,CAD,1,
44-65,5.30,CAD,1,
44-66,6.85,CAD,1,
44-67,7.80,CAD,1,
44-68,8.65,CAD,1,
44-69,9.65,CAD,1,
44-70,14.10,CAD,1,
44-71,14.30,CAD,1,
44-72,14.45,CAD,1,
44-73,14.95,CAD,1,
44-74,15.80,CAD,1,
44-75,16.70,CAD,1,
44-76,17.30,CAD,1,
44-77,9.85,CAD,1,
44-80,17.75,CAD,1,
44-81,18.95,CAD,1,
44-82,19.60,CAD,1,
44-83,21.80,CAD,1,
44-84,23.70,CAD,1,
44-85,21.60,CAD,1,
44-86,11.80,CAD,1,
44-87,12.40,CAD,1,
44-88,13.80,CAD,1,
44-89,11.00,CAD,1,
44-90,11.05,CAD,1,
44-91,13.00,CAD,1,
44-92,13.60,CAD,1,
44-93,14.30,CAD,1,
44-94,15.00,CAD,1,
44-95,15.50,CAD,1,
44-96,16.00,CAD,1,
44-97,16.90,CAD,1,
45-01,10.90,CAD,1,
45-02,10.90,CAD,1,
45-03,11.70,CAD,1,
45-04,10.90,CAD,1,
45-05,9.80,CAD,1,
45-06,11.80,CAD,1,
45-07,10.65,CAD,1,
45-08,11.70,CAD,1,
45-09,11.75,CAD,1,
45-11,14.05,CAD,1,
45-12,14.75,CAD,1,
45-13,15.50,CAD,1,
45-14,16.25,CAD,1,
45-15,17.10,CAD,1,
45-16,17.55,CAD,1,
45-17,18.05,CAD,1,
45-18,18.50,CAD,1,
45-19,9.80,CAD,1,
45-20,14.05,CAD,1,
45-21,13.75,CAD,1,
45-22,13.80,CAD,1,
45-23,14.10,CAD,1,
45-24,15.95,CAD,1,
45-26,20.50,CAD,1,
45-27,21.65,CAD,1,
45-28,18.45,CAD,1,
45-29,20.35,CAD,1,
45-30,23.50,CAD,1,
45-31,12.60,CAD,1,
45-32,13.65,CAD,1,
45-33,14.65,CAD,1,
45-34,15.50,CAD,1,
45-35,16.35,CAD,1,
45-37,17.80,CAD,1,
45-38,18.85,CAD,1,
45-39,19.50,CAD,1,
45-41,15.90,CAD,1,
45-42,17.15,CAD,1,
45-43,17.65,CAD,1,
45-44,5.30,CAD,1,
45-45,5.30,CAD,1,
45-46,6.60,CAD,1,
45-51,17.25,CAD,1,
45-52,16.30,CAD,1,
45-53,15.35,CAD,1,
45-54,14.00,CAD,1,
45-55,10.90,CAD,1,
45-56,14.55,CAD,1,
45-57,15.50,CAD,1,
45-58,15.85,CAD,1,
45-60,8.95,CAD,1,
45-61,8.65,CAD,1,
45-62,7.70,CAD,1,
45-63,6.50,CAD,1,
45-64,5.30,CAD,1,
45-65,7.70,CAD,1,
45-66,9.05,CAD,1,
45-67,9.95,CAD,1,
45-68,10.80,CAD,1,
45-69,11.30,CAD,1,
45-70,14.85,CAD,1,
45-71,15.05,CAD,1,
45-72,15.20,CAD,1,
45-73,15.70,CAD,1,
45-74,16.55,CAD,1,
45-75,17.45,CAD,1,
45-76,18.05,CAD,1,
45-77,10.65,CAD,1,
45-80,18.50,CAD,1,
45-81,19.70,CAD,1,
45-82,20.40,CAD,1,
45-83,22.55,CAD,1,
45-84,24.45,CAD,1,
45-85,22.35,CAD,1,
45-86,12.60,CAD,1,
45-87,13.25,CAD,1,
45-88,14.60,CAD,1,
45-89,11.70,CAD,1,
45-90,11.75,CAD,1,
45-91,13.75,CAD,1,
45-92,14.35,CAD,1,
45-93,15.05,CAD,1,
45-94,15.75,CAD,1,
45-95,16.25,CAD,1,
45-96,16.75,CAD,1,
45-97,17.65,CAD,1,
46-01,12.10,CAD,1,
46-02,12.10,CAD,1,
46-03,12.90,CAD,1,
46-04,12.10,CAD,1,
46-05,11.00,CAD,1,
46-06,13.05,CAD,1,
46-07,11.85,CAD,1,
46-08,12.90,CAD,1,
46-09,12.95,CAD,1,
46-11,15.25,CAD,1,
46-12,15.95,CAD,1,
46-13,16.70,CAD,1,
46-14,17.45,CAD,1,
46-15,18.30,CAD,1,
46-16,18.70,CAD,1,
46-17,19.25,CAD,1,
46-18,19.70,CAD,1,
46-19,11.00,CAD,1,
46-20,15.25,CAD,1,
46-21,14.95,CAD,1,
46-22,15.00,CAD,1,
46-23,15.30,CAD,1,
46-24,17.15,CAD,1,
46-26,21.70,CAD,1,
46-27,22.85,CAD,1,
46-28,19.65,CAD,1,
46-29,21.55,CAD,1,
46-30,24.70,CAD,1,
46-31,13.80,CAD,1,
46-32,14.85,CAD,1,
46-33,15.85,CAD,1,
46-34,16.70,CAD,1,
46-35,17.55,CAD,1,
46-37,19.00,CAD,1,
46-38,20.05,CAD,1,
46-39,20.70,CAD,1,
46-41,17.10,CAD,1,
46-42,18.35,CAD,1,
46-43,18.85,CAD,1,
46-44,6.85,CAD,1,
46-45,6.60,CAD,1,
46-46,5.30,CAD,1,
46-51,16.25,CAD,1,
46-52,15.30,CAD,1,
46-53,14.35,CAD,1,
46-54,13.00,CAD,1,
46-55,9.90,CAD,1,
46-56,15.75,CAD,1,
46-57,16.70,CAD,1,
46-58,17.05,CAD,1,
46-60,10.55,CAD,1,
46-61,10.25,CAD,1,
46-62,9.05,CAD,1,
46-63,8.10,CAD,1,
46-64,7.15,CAD,1,
46-65,9.05,CAD,1,
46-66,10.60,CAD,1,
46-67,11.15,CAD,1,
46-68,12.00,CAD,1,
46-69,12.55,CAD,1,
46-70,16.05,CAD,1,
46-71,16.25,CAD,1,
46-72,16.40,CAD,1,
46-73,16.90,CAD,1,
46-74,17.75,CAD,1,
46-75,18.65,CAD,1,
46-76,19.25,CAD,1,
46-77,11.85,CAD,1,
46-80,19.70,CAD,1,
46-81,20.95,CAD,1,
46-82,21.60,CAD,1,
46-83,23.80,CAD,1,
46-84,25.70,CAD,1,
46-85,23.55,CAD,1,
46-86,13.85,CAD,1,
46-87,14.50,CAD,1,
46-88,15.85,CAD,1,
46-89,12.90,CAD,1,
46-90,12.95,CAD,1,
46-91,14.95,CAD,1,
46-92,15.55,CAD,1,
46-93,16.25,CAD,1,
46-94,16.95,CAD,1,
46-95,17.45,CAD,1,
46-96,17.95,CAD,1,
46-97,18.85,CAD,1,
51-01,10.95,CAD,1,
51-02,10.95,CAD,1,
51-03,12.60,CAD,1,
51-04,11.80,CAD,1,
51-05,10.70,CAD,1,
51-06,10.05,CAD,1,
51-07,10.10,CAD,1,
51-08,8.90,CAD,1,
51-09,8.75,CAD,1,
51-11,14.25,CAD,1,
51-12,14.95,CAD,1,
51-13,15.70,CAD,1,
51-14,16.45,CAD,1,
51-15,17.30,CAD,1,
51-16,17.50,CAD,1,
51-17,18.25,CAD,1,
51-18,18.70,CAD,1,
51-19,9.75,CAD,1,
51-20,14.25,CAD,1,
51-21,14.80,CAD,1,
51-22,14.85,CAD,1,
51-23,15.15,CAD,1,
51-24,17.00,CAD,1,
51-26,21.40,CAD,1,
51-27,22.55,CAD,1,
51-28,10.95,CAD,1,
51-29,12.85,CAD,1,
51-30,16.00,CAD,1,
51-31,13.65,CAD,1,
51-32,14.65,CAD,1,
51-33,15.65,CAD,1,
51-34,16.55,CAD,1,
51-35,17.40,CAD,1,
51-37,18.85,CAD,1,
51-38,19.90,CAD,1,
51-39,20.55,CAD,1,
51-41,16.80,CAD,1,
51-42,18.05,CAD,1,
51-43,18.55,CAD,1,
51-44,15.40,CAD,1,
51-45,17.25,CAD,1,
51-46,16.25,CAD,1,
51-51,5.30,CAD,1,
51-52,6.20,CAD,1,
51-53,7.95,CAD,1,
51-54,9.20,CAD,1,
51-55,10.70,CAD,1,
51-56,14.60,CAD,1,
51-57,15.55,CAD,1,
51-58,15.90,CAD,1,
51-60,9.75,CAD,1,
51-61,13.25,CAD,1,
51-62,14.05,CAD,1,
51-63,14.65,CAD,1,
51-64,15.15,CAD,1,
51-65,16.15,CAD,1,
51-66,17.35,CAD,1,
51-67,17.95,CAD,1,
51-68,18.80,CAD,1,
51-69,19.30,CAD,1,
51-70,14.90,CAD,1,
51-71,8.45,CAD,1,
51-72,15.25,CAD,1,
51-73,15.75,CAD,1,
51-74,16.60,CAD,1,
51-75,17.50,CAD,1,
51-76,18.10,CAD,1,
51-77,10.10,CAD,1,
51-80,18.70,CAD,1,
51-81,19.80,CAD,1,
51-82,20.45,CAD,1,
51-83,22.65,CAD,1,
51-84,24.55,CAD,1,
51-85,22.55,CAD,1,
51-86,6.35,CAD,1,
51-87,5.30,CAD,1,
51-88,5.30,CAD,1,
51-89,8.90,CAD,1,
51-90,8.75,CAD,1,
51-91,7.75,CAD,1,
51-92,6.55,CAD,1,
51-93,5.55,CAD,1,
51-94,6.60,CAD,1,
51-95,7.30,CAD,1,
51-96,8.15,CAD,1,
51-97,9.00,CAD,1,
52-01,11.90,CAD,1,
52-02,11.90,CAD,1,
52-03,13.55,CAD,1,
52-04,12.75,CAD,1,
52-05,11.65,CAD,1,
52-06,11.00,CAD,1,
52-07,11.05,CAD,1,
52-08,10.20,CAD,1,
52-09,10.15,CAD,1,
52-11,15.20,CAD,1,
52-12,15.90,CAD,1,
52-13,16.65,CAD,1,
52-14,17.40,CAD,1,
52-15,18.25,CAD,1,
52-16,18.45,CAD,1,
52-17,19.20,CAD,1,
52-18,19.65,CAD,1,
52-19,11.65,CAD,1,
52-20,15.20,CAD,1,
52-21,15.75,CAD,1,
52-22,15.80,CAD,1,
52-23,16.10,CAD,1,
